Gene stable ID	Transcript stable ID	Oryza sativa Indica Group protein or transcript stable ID
AT4G34640	AT4G34640.2	BGIOSGA013765-PA
AT4G34640	AT4G34640.1	BGIOSGA013765-PA
AT4G34640	AT4G34640.2	BGIOSGA025344-PA
AT4G34640	AT4G34640.1	BGIOSGA025344-PA
AT4G03340	AT4G03340.1	BGIOSGA027971-PA
AT4G03340	AT4G03340.2	BGIOSGA027971-PA
AT2G37260	AT2G37260.3	BGIOSGA036823-PA
AT2G37260	AT2G37260.2	BGIOSGA036823-PA
AT2G37260	AT2G37260.1	BGIOSGA036823-PA
AT2G37260	AT2G37260.3	BGIOSGA036825-PA
AT2G37260	AT2G37260.2	BGIOSGA036825-PA
AT2G37260	AT2G37260.1	BGIOSGA036825-PA
AT5G54610	AT5G54610.1	BGIOSGA009182-PA
AT5G54610	AT5G54610.1	BGIOSGA027337-PA
AT5G54610	AT5G54610.1	BGIOSGA010807-PA
AT3G27970	AT3G27970.1	BGIOSGA008900-PA
AT3G27970	AT3G27970.1	BGIOSGA002612-PA
AT3G27970	AT3G27970.1	BGIOSGA008140-PA
AT3G27970	AT3G27970.1	BGIOSGA002604-PA
AT4G13550	AT4G13550.2	BGIOSGA016745-PA
AT4G13550	AT4G13550.3	BGIOSGA016745-PA
AT4G13550	AT4G13550.1	BGIOSGA016745-PA
AT1G04850	AT1G04850.2	BGIOSGA008271-PA
AT1G04850	AT1G04850.1	BGIOSGA008271-PA
AT5G20560	AT5G20560.1	
AT3G17420	AT3G17420.1	
AT3G08780	AT3G08780.2	BGIOSGA024157-PA
AT3G08780	AT3G08780.1	BGIOSGA024157-PA
AT3G08780	AT3G08780.2	BGIOSGA014872-PA
AT3G08780	AT3G08780.1	BGIOSGA014872-PA
AT1G31760	AT1G31760.1	BGIOSGA007195-PA
AT5G65470	AT5G65470.1	BGIOSGA029773-PA
AT1G33250	AT1G33250.1	BGIOSGA031552-PA
AT1G74000	AT1G74000.1	BGIOSGA024145-PA
AT1G74000	AT1G74000.1	BGIOSGA023287-PA
AT1G74000	AT1G74000.1	BGIOSGA028079-PA
AT1G74000	AT1G74000.1	BGIOSGA020857-PA
AT1G74000	AT1G74000.1	BGIOSGA030649-PA
AT1G74000	AT1G74000.1	BGIOSGA023288-PA
AT1G74000	AT1G74000.1	BGIOSGA024144-PA
AT1G74000	AT1G74000.1	BGIOSGA030645-PA
AT1G74000	AT1G74000.1	BGIOSGA026914-PA
AT1G74000	AT1G74000.1	BGIOSGA023286-PA
AT1G74000	AT1G74000.1	BGIOSGA000960-PA
AT1G74000	AT1G74000.1	BGIOSGA021056-PA
AT1G74000	AT1G74000.1	BGIOSGA025896-PA
AT1G74000	AT1G74000.1	BGIOSGA030646-PA
AT3G55660	AT3G55660.2	
AT3G55660	AT3G55660.1	
AT4G15562	AT4G15562.1	
AT3G48480	AT3G48480.1	
AT5G66420	AT5G66420.2	BGIOSGA004806-PA
AT5G66420	AT5G66420.1	BGIOSGA004806-PA
AT5G66420	AT5G66420.3	BGIOSGA004806-PA
AT5G66420	AT5G66420.2	BGIOSGA022904-PA
AT5G66420	AT5G66420.1	BGIOSGA022904-PA
AT5G66420	AT5G66420.3	BGIOSGA022904-PA
AT3G02740	AT3G02740.2	BGIOSGA015337-PA
AT3G02740	AT3G02740.1	BGIOSGA015337-PA
AT3G02740	AT3G02740.2	BGIOSGA015332-PA
AT3G02740	AT3G02740.1	BGIOSGA015332-PA
AT3G02740	AT3G02740.2	BGIOSGA015338-PA
AT3G02740	AT3G02740.1	BGIOSGA015338-PA
AT3G02740	AT3G02740.2	BGIOSGA015333-PA
AT3G02740	AT3G02740.1	BGIOSGA015333-PA
AT3G02740	AT3G02740.2	BGIOSGA019304-PA
AT3G02740	AT3G02740.1	BGIOSGA019304-PA
AT1G55580	AT1G55580.1	BGIOSGA023255-PA
AT1G55580	AT1G55580.1	BGIOSGA006948-PA
AT1G53903	AT1G53903.1	
AT3G63400	AT3G63400.2	
AT3G63400	AT3G63400.3	
AT3G63400	AT3G63400.4	
AT3G63400	AT3G63400.1	
AT1G19715	AT1G19715.3	
AT1G19715	AT1G19715.2	
AT1G19715	AT1G19715.1	
AT5G62750	AT5G62750.1	
AT2G04031	AT2G04031.1	
AT3G06130	AT3G06130.1	BGIOSGA034792-PA
AT3G06130	AT3G06130.2	BGIOSGA034792-PA
AT3G06130	AT3G06130.1	BGIOSGA036982-PA
AT3G06130	AT3G06130.2	BGIOSGA036982-PA
AT5G50000	AT5G50000.1	
AT5G50000	AT5G50000.2	
AT1G69430	AT1G69430.1	
AT1G53340	AT1G53340.1	
AT1G53340	AT1G53340.2	
AT1G53340	AT1G53340.3	
ATCG00160	ATCG00160.1	BGIOSGA039969-PA
AT3G05660	AT3G05660.1	
AT2G16130	AT2G16130.1	BGIOSGA000044-PA
AT2G16130	AT2G16130.1	BGIOSGA026016-PA
AT2G16130	AT2G16130.1	BGIOSGA024012-PA
AT5G63820	AT5G63820.1	
AT3G17140	AT3G17140.1	
AT3G24110	AT3G24110.2	BGIOSGA018809-PA
AT3G24110	AT3G24110.1	BGIOSGA018809-PA
AT1G29890	AT1G29890.2	BGIOSGA017483-PA
AT1G29890	AT1G29890.1	BGIOSGA017483-PA
AT1G29890	AT1G29890.3	BGIOSGA017483-PA
AT1G29890	AT1G29890.2	BGIOSGA004043-PA
AT1G29890	AT1G29890.1	BGIOSGA004043-PA
AT1G29890	AT1G29890.3	BGIOSGA004043-PA
AT2G47560	AT2G47560.1	
AT4G28600	AT4G28600.1	BGIOSGA011812-PA
AT4G28600	AT4G28600.2	BGIOSGA011812-PA
AT4G28600	AT4G28600.3	BGIOSGA011812-PA
AT4G28600	AT4G28600.1	BGIOSGA031707-PA
AT4G28600	AT4G28600.2	BGIOSGA031707-PA
AT4G28600	AT4G28600.3	BGIOSGA031707-PA
AT1G80290	AT1G80290.1	BGIOSGA026653-PA
AT1G80290	AT1G80290.2	BGIOSGA026653-PA
AT1G56540	AT1G56540.2	
AT1G56540	AT1G56540.1	
AT2G37390	AT2G37390.2	BGIOSGA009557-PA
AT2G37390	AT2G37390.1	BGIOSGA009557-PA
AT2G37390	AT2G37390.2	BGIOSGA005285-PA
AT2G37390	AT2G37390.1	BGIOSGA005285-PA
AT2G06050	AT2G06050.2	BGIOSGA028797-PA
AT2G06050	AT2G06050.1	BGIOSGA028797-PA
AT2G06050	AT2G06050.3	BGIOSGA028797-PA
AT3G20920	AT3G20920.2	BGIOSGA006563-PA
AT3G20920	AT3G20920.1	BGIOSGA006563-PA
AT5G26220	AT5G26220.2	BGIOSGA006504-PA
AT5G26220	AT5G26220.1	BGIOSGA006504-PA
AT3G54830	AT3G54830.2	BGIOSGA015602-PA
AT3G54830	AT3G54830.1	BGIOSGA015602-PA
AT3G54830	AT3G54830.2	BGIOSGA007315-PA
AT3G54830	AT3G54830.1	BGIOSGA007315-PA
AT3G09190	AT3G09190.1	
AT3G05545	AT3G05545.1	
AT1G48650	AT1G48650.1	BGIOSGA002654-PA
AT1G48650	AT1G48650.2	BGIOSGA002654-PA
AT4G27400	AT4G27400.1	
AT2G35250	AT2G35250.1	BGIOSGA001451-PA
AT5G15730	AT5G15730.3	BGIOSGA022703-PA
AT5G15730	AT5G15730.2	BGIOSGA022703-PA
AT5G15730	AT5G15730.1	BGIOSGA022703-PA
AT1G22670	AT1G22670.1	
AT1G07030	AT1G07030.1	BGIOSGA012419-PA
AT5G61930	AT5G61930.1	BGIOSGA026080-PA
AT5G61930	AT5G61930.2	BGIOSGA026080-PA
AT4G27260	AT4G27260.1	BGIOSGA017778-PA
AT4G27260	AT4G27260.1	BGIOSGA004585-PA
AT1G69860	AT1G69860.1	BGIOSGA017295-PA
AT1G69860	AT1G69860.1	BGIOSGA005034-PA
AT1G10120	AT1G10120.2	BGIOSGA010315-PA
AT1G10120	AT1G10120.1	BGIOSGA010315-PA
AT1G10120	AT1G10120.2	BGIOSGA011172-PA
AT1G10120	AT1G10120.1	BGIOSGA011172-PA
AT5G08760	AT5G08760.1	
AT2G38390	AT2G38390.1	
AT1G43650	AT1G43650.1	
AT1G43650	AT1G43650.2	
AT3G26470	AT3G26470.1	
AT1G09960	AT1G09960.1	BGIOSGA035748-PA
AT4G27370	AT4G27370.2	
AT4G27370	AT4G27370.1	
AT4G27370	AT4G27370.4	
AT4G27370	AT4G27370.3	
AT2G25250	AT2G25250.1	
AT5G42110	AT5G42110.1	
AT1G51990	AT1G51990.1	
AT1G51990	AT1G51990.2	
AT5G23030	AT5G23030.1	BGIOSGA008971-PA
AT3G51100	AT3G51100.2	
AT3G51100	AT3G51100.1	
AT3G51100	AT3G51100.3	
AT3G29580	AT3G29580.1	
AT3G28370	AT3G28370.4	
AT3G28370	AT3G28370.1	
AT3G28370	AT3G28370.2	
AT3G28370	AT3G28370.3	
AT3G28370	AT3G28370.5	
AT2G15710	AT2G15710.1	
AT5G20250	AT5G20250.3	BGIOSGA021815-PA
AT5G20250	AT5G20250.1	BGIOSGA021815-PA
AT5G20250	AT5G20250.4	BGIOSGA021815-PA
AT5G20250	AT5G20250.2	BGIOSGA021815-PA
AT4G21470	AT4G21470.1	BGIOSGA032168-PA
AT4G21470	AT4G21470.1	BGIOSGA031740-PA
AT4G05220	AT4G05220.1	BGIOSGA025855-PA
AT4G05220	AT4G05220.1	BGIOSGA017189-PA
AT4G04730	AT4G04730.1	BGIOSGA034186-PA
AT2G33520	AT2G33520.1	
AT1G53625	AT1G53625.1	
AT1G63360	AT1G63360.2	BGIOSGA011244-PA
AT1G63360	AT1G63360.1	BGIOSGA011244-PA
AT1G63360	AT1G63360.2	BGIOSGA036173-PA
AT1G63360	AT1G63360.1	BGIOSGA036173-PA
AT1G63360	AT1G63360.2	BGIOSGA014719-PA
AT1G63360	AT1G63360.1	BGIOSGA014719-PA
AT1G63360	AT1G63360.2	BGIOSGA005201-PA
AT1G63360	AT1G63360.1	BGIOSGA005201-PA
AT1G63360	AT1G63360.2	BGIOSGA036170-PA
AT1G63360	AT1G63360.1	BGIOSGA036170-PA
AT1G63360	AT1G63360.2	BGIOSGA016584-PA
AT1G63360	AT1G63360.1	BGIOSGA016584-PA
AT1G63360	AT1G63360.2	BGIOSGA033773-PA
AT1G63360	AT1G63360.1	BGIOSGA033773-PA
AT1G33330	AT1G33330.1	
AT1G33330	AT1G33330.3	
AT1G33330	AT1G33330.2	
AT3G26840	AT3G26840.1	BGIOSGA034526-PA
AT1G74929	AT1G74929.1	
AT3G29010	AT3G29010.4	BGIOSGA026929-PA
AT3G29010	AT3G29010.6	BGIOSGA026929-PA
AT3G29010	AT3G29010.3	BGIOSGA026929-PA
AT3G29010	AT3G29010.5	BGIOSGA026929-PA
AT3G29010	AT3G29010.2	BGIOSGA026929-PA
AT3G29010	AT3G29010.1	BGIOSGA026929-PA
AT3G10450	AT3G10450.4	BGIOSGA035222-PA
AT3G10450	AT3G10450.2	BGIOSGA035222-PA
AT3G10450	AT3G10450.3	BGIOSGA035222-PA
AT3G10450	AT3G10450.1	BGIOSGA035222-PA
AT3G10450	AT3G10450.4	BGIOSGA038979-PA
AT3G10450	AT3G10450.2	BGIOSGA038979-PA
AT3G10450	AT3G10450.3	BGIOSGA038979-PA
AT3G10450	AT3G10450.1	BGIOSGA038979-PA
AT3G10450	AT3G10450.4	BGIOSGA040472-PA
AT3G10450	AT3G10450.2	BGIOSGA040472-PA
AT3G10450	AT3G10450.3	BGIOSGA040472-PA
AT3G10450	AT3G10450.1	BGIOSGA040472-PA
AT3G10450	AT3G10450.4	BGIOSGA040471-PA
AT3G10450	AT3G10450.2	BGIOSGA040471-PA
AT3G10450	AT3G10450.3	BGIOSGA040471-PA
AT3G10450	AT3G10450.1	BGIOSGA040471-PA
AT3G10450	AT3G10450.4	BGIOSGA035227-PA
AT3G10450	AT3G10450.2	BGIOSGA035227-PA
AT3G10450	AT3G10450.3	BGIOSGA035227-PA
AT3G10450	AT3G10450.1	BGIOSGA035227-PA
AT3G10450	AT3G10450.4	BGIOSGA015987-PA
AT3G10450	AT3G10450.2	BGIOSGA015987-PA
AT3G10450	AT3G10450.3	BGIOSGA015987-PA
AT3G10450	AT3G10450.1	BGIOSGA015987-PA
AT3G10450	AT3G10450.4	BGIOSGA035226-PA
AT3G10450	AT3G10450.2	BGIOSGA035226-PA
AT3G10450	AT3G10450.3	BGIOSGA035226-PA
AT3G10450	AT3G10450.1	BGIOSGA035226-PA
AT4G12485	AT4G12485.1	
AT4G34800	AT4G34800.1	
AT4G28340	AT4G28340.1	
AT1G63430	AT1G63430.3	BGIOSGA016827-PA
AT1G63430	AT1G63430.2	BGIOSGA016827-PA
AT1G63430	AT1G63430.1	BGIOSGA016827-PA
AT1G63430	AT1G63430.3	BGIOSGA017377-PA
AT1G63430	AT1G63430.2	BGIOSGA017377-PA
AT1G63430	AT1G63430.1	BGIOSGA017377-PA
AT3G14510	AT3G14510.1	BGIOSGA024015-PA
AT1G80720	AT1G80720.1	BGIOSGA028738-PA
AT1G80720	AT1G80720.2	BGIOSGA028738-PA
AT1G80720	AT1G80720.1	BGIOSGA029285-PA
AT1G80720	AT1G80720.2	BGIOSGA029285-PA
AT1G69770	AT1G69770.1	BGIOSGA012162-PA
AT1G69770	AT1G69770.1	BGIOSGA001506-PA
AT1G08460	AT1G08460.2	BGIOSGA017971-PA
AT1G08460	AT1G08460.1	BGIOSGA017971-PA
AT1G08460	AT1G08460.2	BGIOSGA017970-PA
AT1G08460	AT1G08460.1	BGIOSGA017970-PA
AT1G78710	AT1G78710.2	
AT1G78710	AT1G78710.1	
AT4G03820	AT4G03820.4	BGIOSGA008454-PA
AT4G03820	AT4G03820.3	BGIOSGA008454-PA
AT4G03820	AT4G03820.1	BGIOSGA008454-PA
AT4G03820	AT4G03820.2	BGIOSGA008454-PA
AT4G03820	AT4G03820.4	BGIOSGA020823-PA
AT4G03820	AT4G03820.3	BGIOSGA020823-PA
AT4G03820	AT4G03820.1	BGIOSGA020823-PA
AT4G03820	AT4G03820.2	BGIOSGA020823-PA
AT4G03820	AT4G03820.4	BGIOSGA016496-PA
AT4G03820	AT4G03820.3	BGIOSGA016496-PA
AT4G03820	AT4G03820.1	BGIOSGA016496-PA
AT4G03820	AT4G03820.2	BGIOSGA016496-PA
AT3G28930	AT3G28930.1	BGIOSGA007507-PA
AT3G28930	AT3G28930.2	BGIOSGA007507-PA
AT3G28930	AT3G28930.3	BGIOSGA007507-PA
AT3G28930	AT3G28930.1	BGIOSGA020580-PA
AT3G28930	AT3G28930.2	BGIOSGA020580-PA
AT3G28930	AT3G28930.3	BGIOSGA020580-PA
AT3G52950	AT3G52950.1	BGIOSGA036554-PA
AT3G52950	AT3G52950.2	BGIOSGA036554-PA
AT3G52950	AT3G52950.1	BGIOSGA034423-PA
AT3G52950	AT3G52950.2	BGIOSGA034423-PA
AT2G26330	AT2G26330.1	BGIOSGA009135-PA
AT2G26330	AT2G26330.1	BGIOSGA021705-PA
AT1G08610	AT1G08610.1	BGIOSGA031691-PA
AT1G08610	AT1G08610.1	BGIOSGA031693-PA
AT3G57620	AT3G57620.1	BGIOSGA034427-PA
AT5G08070	AT5G08070.2	BGIOSGA000770-PA
AT5G08070	AT5G08070.1	BGIOSGA000770-PA
AT5G08070	AT5G08070.2	BGIOSGA020173-PA
AT5G08070	AT5G08070.1	BGIOSGA020173-PA
AT1G17540	AT1G17540.1	BGIOSGA006866-PA
AT2G39280	AT2G39280.2	BGIOSGA012365-PA
AT2G39280	AT2G39280.1	BGIOSGA012365-PA
AT2G39280	AT2G39280.2	BGIOSGA017895-PA
AT2G39280	AT2G39280.1	BGIOSGA017895-PA
AT2G39280	AT2G39280.2	BGIOSGA000537-PA
AT2G39280	AT2G39280.1	BGIOSGA000537-PA
AT1G27380	AT1G27380.1	
AT1G27380	AT1G27380.2	
AT1G27380	AT1G27380.4	
AT1G27380	AT1G27380.3	
AT1G58643	AT1G58643.1	BGIOSGA014173-PA
AT1G58643	AT1G58643.2	BGIOSGA014173-PA
AT5G08450	AT5G08450.3	
AT5G08450	AT5G08450.1	
AT5G08450	AT5G08450.2	
AT5G14030	AT5G14030.2	BGIOSGA018981-PA
AT5G14030	AT5G14030.5	BGIOSGA018981-PA
AT5G14030	AT5G14030.1	BGIOSGA018981-PA
AT5G14030	AT5G14030.4	BGIOSGA018981-PA
AT5G14030	AT5G14030.3	BGIOSGA018981-PA
AT1G48953	AT1G48953.1	
AT5G66080	AT5G66080.2	BGIOSGA020522-PA
AT5G66080	AT5G66080.1	BGIOSGA020522-PA
AT2G47730	AT2G47730.2	
AT2G47730	AT2G47730.1	
AT2G02310	AT2G02310.1	BGIOSGA027985-PA
AT2G02310	AT2G02310.1	BGIOSGA009270-PA
AT2G02310	AT2G02310.1	BGIOSGA009269-PA
AT2G02310	AT2G02310.1	BGIOSGA016054-PA
AT2G02310	AT2G02310.1	BGIOSGA016053-PA
AT2G02310	AT2G02310.1	BGIOSGA009268-PA
AT2G02310	AT2G02310.1	BGIOSGA009265-PA
AT2G02310	AT2G02310.1	BGIOSGA009266-PA
AT2G02310	AT2G02310.1	BGIOSGA036940-PA
AT2G02310	AT2G02310.1	BGIOSGA009271-PA
AT2G02310	AT2G02310.1	BGIOSGA036682-PA
AT2G02310	AT2G02310.1	BGIOSGA009267-PA
AT4G11020	AT4G11020.1	
AT3G50670	AT3G50670.1	BGIOSGA032377-PA
AT3G50670	AT3G50670.2	BGIOSGA032377-PA
AT1G51440	AT1G51440.1	
AT2G07719	AT2G07719.1	
AT1G18871	AT1G18871.1	
AT1G25210	AT1G25210.1	
AT1G25210	AT1G25210.2	
AT1G21610	AT1G21610.2	
AT1G21610	AT1G21610.3	
AT1G21610	AT1G21610.5	
AT1G21610	AT1G21610.4	
AT1G21610	AT1G21610.1	
AT1G21610	AT1G21610.6	
AT5G05340	AT5G05340.1	BGIOSGA010476-PA
AT5G45440	AT5G45440.1	
AT4G05110	AT4G05110.2	BGIOSGA024103-PA
AT4G05110	AT4G05110.3	BGIOSGA024103-PA
AT4G05110	AT4G05110.1	BGIOSGA024103-PA
AT4G05110	AT4G05110.2	BGIOSGA024102-PA
AT4G05110	AT4G05110.3	BGIOSGA024102-PA
AT4G05110	AT4G05110.1	BGIOSGA024102-PA
AT5G25380	AT5G25380.3	BGIOSGA036146-PA
AT5G25380	AT5G25380.2	BGIOSGA036146-PA
AT5G25380	AT5G25380.1	BGIOSGA036146-PA
AT5G25380	AT5G25380.4	BGIOSGA036146-PA
AT3G44080	AT3G44080.1	BGIOSGA020286-PA
AT1G79710	AT1G79710.2	BGIOSGA021763-PA
AT1G79710	AT1G79710.1	BGIOSGA021763-PA
AT1G79710	AT1G79710.3	BGIOSGA021763-PA
AT1G79710	AT1G79710.2	BGIOSGA019756-PA
AT1G79710	AT1G79710.1	BGIOSGA019756-PA
AT1G79710	AT1G79710.3	BGIOSGA019756-PA
AT1G79710	AT1G79710.2	BGIOSGA016703-PA
AT1G79710	AT1G79710.1	BGIOSGA016703-PA
AT1G79710	AT1G79710.3	BGIOSGA016703-PA
AT5G56920	AT5G56920.1	
AT5G38000	AT5G38000.1	
AT5G38000	AT5G38000.2	
AT5G38000	AT5G38000.3	
AT5G15050	AT5G15050.1	BGIOSGA037942-PA
AT5G15050	AT5G15050.1	BGIOSGA013366-PA
AT3G50370	AT3G50370.2	
AT3G50370	AT3G50370.1	
AT1G80840	AT1G80840.1	BGIOSGA029757-PA
AT1G80840	AT1G80840.1	BGIOSGA020778-PA
AT1G80840	AT1G80840.1	BGIOSGA007670-PA
AT1G80840	AT1G80840.1	BGIOSGA029758-PA
AT5G53670	AT5G53670.1	BGIOSGA033051-PA
ATMG00440	ATMG00440.1	
AT2G23160	AT2G23160.1	
AT4G29940	AT4G29940.1	BGIOSGA007535-PA
AT4G29940	AT4G29940.2	BGIOSGA007535-PA
AT4G23640	AT4G23640.1	BGIOSGA005122-PA
AT4G23640	AT4G23640.1	BGIOSGA001632-PA
AT4G23640	AT4G23640.1	BGIOSGA023739-PA
AT3G09550	AT3G09550.1	BGIOSGA012354-PA
AT3G09550	AT3G09550.3	BGIOSGA012354-PA
AT3G09550	AT3G09550.2	BGIOSGA012354-PA
AT3G09550	AT3G09550.1	BGIOSGA000531-PA
AT3G09550	AT3G09550.3	BGIOSGA000531-PA
AT3G09550	AT3G09550.2	BGIOSGA000531-PA
AT3G07568	AT3G07568.1	
AT5G44630	AT5G44630.1	BGIOSGA019641-PA
AT5G44630	AT5G44630.1	BGIOSGA010911-PA
AT5G44630	AT5G44630.1	BGIOSGA034638-PA
AT5G44630	AT5G44630.1	BGIOSGA036780-PA
AT5G44630	AT5G44630.1	BGIOSGA004720-PA
AT2G40900	AT2G40900.1	
AT2G39140	AT2G39140.2	BGIOSGA011875-PA
AT2G39140	AT2G39140.1	BGIOSGA011875-PA
AT5G05950	AT5G05950.1	
AT3G48670	AT3G48670.2	
AT3G48670	AT3G48670.1	
AT3G48670	AT3G48670.3	
AT5G63810	AT5G63810.1	BGIOSGA004907-PA
AT5G02340	AT5G02340.1	
AT4G32470	AT4G32470.2	BGIOSGA028281-PA
AT4G32470	AT4G32470.1	BGIOSGA028281-PA
AT4G32470	AT4G32470.2	BGIOSGA025367-PA
AT4G32470	AT4G32470.1	BGIOSGA025367-PA
AT4G32470	AT4G32470.2	BGIOSGA013780-PA
AT4G32470	AT4G32470.1	BGIOSGA013780-PA
AT3G11270	AT3G11270.2	BGIOSGA017299-PA
AT3G11270	AT3G11270.1	BGIOSGA017299-PA
AT2G46440	AT2G46440.1	BGIOSGA006757-PA
AT2G46440	AT2G46440.2	BGIOSGA006757-PA
AT2G46440	AT2G46440.1	BGIOSGA023026-PA
AT2G46440	AT2G46440.2	BGIOSGA023026-PA
AT2G46440	AT2G46440.1	BGIOSGA023025-PA
AT2G46440	AT2G46440.2	BGIOSGA023025-PA
AT2G17630	AT2G17630.1	BGIOSGA011897-PA
AT2G21105	AT2G21105.1	
AT5G24100	AT5G24100.1	BGIOSGA002099-PA
AT4G29330	AT4G29330.2	BGIOSGA018666-PA
AT4G29330	AT4G29330.1	BGIOSGA018666-PA
AT2G15470	AT2G15470.1	BGIOSGA021081-PA
AT2G15470	AT2G15470.1	BGIOSGA001530-PA
AT2G15470	AT2G15470.1	BGIOSGA007733-PA
AT2G15470	AT2G15470.1	BGIOSGA023259-PA
AT2G15470	AT2G15470.1	BGIOSGA021080-PA
AT2G47790	AT2G47790.1	BGIOSGA037264-PA
AT1G71300	AT1G71300.2	BGIOSGA033170-PA
AT1G71300	AT1G71300.1	BGIOSGA033170-PA
AT1G71300	AT1G71300.2	BGIOSGA010521-PA
AT1G71300	AT1G71300.1	BGIOSGA010521-PA
AT5G48545	AT5G48545.3	BGIOSGA035148-PA
AT5G48545	AT5G48545.2	BGIOSGA035148-PA
AT5G48545	AT5G48545.1	BGIOSGA035148-PA
AT5G48545	AT5G48545.3	BGIOSGA037188-PA
AT5G48545	AT5G48545.2	BGIOSGA037188-PA
AT5G48545	AT5G48545.1	BGIOSGA037188-PA
AT1G49490	AT1G49490.2	BGIOSGA033602-PA
AT1G49490	AT1G49490.1	BGIOSGA033602-PA
AT1G49490	AT1G49490.2	BGIOSGA001677-PA
AT1G49490	AT1G49490.1	BGIOSGA001677-PA
AT1G23645	AT1G23645.1	
AT1G23645	AT1G23645.2	
AT3G08530	AT3G08530.1	BGIOSGA036849-PA
AT3G08530	AT3G08530.1	BGIOSGA036852-PA
AT1G09795	AT1G09795.1	BGIOSGA011786-PA
AT2G19190	AT2G19190.1	BGIOSGA029918-PA
AT2G19190	AT2G19190.1	BGIOSGA029910-PA
AT2G19190	AT2G19190.1	BGIOSGA039122-PA
AT2G19190	AT2G19190.1	BGIOSGA000621-PA
AT2G19190	AT2G19190.1	BGIOSGA000620-PA
AT2G19190	AT2G19190.1	BGIOSGA029921-PA
AT2G19190	AT2G19190.1	BGIOSGA038076-PA
AT2G19190	AT2G19190.1	BGIOSGA005576-PA
AT2G19190	AT2G19190.1	BGIOSGA029924-PA
AT2G19190	AT2G19190.1	BGIOSGA040727-PA
AT2G19190	AT2G19190.1	BGIOSGA029908-PA
AT2G19190	AT2G19190.1	BGIOSGA030571-PA
AT2G19190	AT2G19190.1	BGIOSGA039972-PA
AT2G19190	AT2G19190.1	BGIOSGA029820-PA
AT2G19190	AT2G19190.1	BGIOSGA037990-PA
AT2G19190	AT2G19190.1	BGIOSGA030570-PA
AT2G19190	AT2G19190.1	BGIOSGA029925-PA
AT2G19190	AT2G19190.1	BGIOSGA029927-PA
AT2G19190	AT2G19190.1	BGIOSGA030580-PA
AT2G19190	AT2G19190.1	BGIOSGA029916-PA
AT2G19190	AT2G19190.1	BGIOSGA038169-PA
AT2G19190	AT2G19190.1	BGIOSGA029928-PA
AT2G19190	AT2G19190.1	BGIOSGA000619-PA
AT2G19190	AT2G19190.1	BGIOSGA029929-PA
AT2G19190	AT2G19190.1	BGIOSGA030581-PA
AT5G56950	AT5G56950.1	BGIOSGA017653-PA
AT5G56950	AT5G56950.1	BGIOSGA000931-PA
AT5G56950	AT5G56950.1	BGIOSGA020898-PA
AT5G56950	AT5G56950.1	BGIOSGA022322-PA
AT3G22380	AT3G22380.1	
AT3G22380	AT3G22380.2	
AT3G22380	AT3G22380.3	
AT2G41835	AT2G41835.1	BGIOSGA025973-PA
AT4G23590	AT4G23590.1	BGIOSGA022295-PA
AT3G05140	AT3G05140.2	
AT3G05140	AT3G05140.1	
AT1G48690	AT1G48690.1	
AT4G35620	AT4G35620.2	BGIOSGA014544-PA
AT4G35620	AT4G35620.1	BGIOSGA014544-PA
AT4G35620	AT4G35620.2	BGIOSGA020504-PA
AT4G35620	AT4G35620.1	BGIOSGA020504-PA
AT3G29750	AT3G29750.1	
AT1G49570	AT1G49570.1	
AT3G54500	AT3G54500.6	
AT3G54500	AT3G54500.2	
AT3G54500	AT3G54500.8	
AT3G54500	AT3G54500.7	
AT3G54500	AT3G54500.4	
AT3G54500	AT3G54500.1	
AT3G54500	AT3G54500.3	
AT3G54500	AT3G54500.5	
AT2G45130	AT2G45130.1	BGIOSGA012839-PA
AT2G45130	AT2G45130.1	BGIOSGA032852-PA
AT2G45130	AT2G45130.1	BGIOSGA023907-PA
AT1G68470	AT1G68470.1	
AT5G58400	AT5G58400.1	BGIOSGA034670-PA
AT5G58400	AT5G58400.1	BGIOSGA021446-PA
AT5G58400	AT5G58400.1	BGIOSGA022697-PA
AT2G39110	AT2G39110.1	BGIOSGA032749-PA
AT2G39110	AT2G39110.2	BGIOSGA032749-PA
AT2G39110	AT2G39110.1	BGIOSGA031833-PA
AT2G39110	AT2G39110.2	BGIOSGA031833-PA
AT2G39110	AT2G39110.1	BGIOSGA005349-PA
AT2G39110	AT2G39110.2	BGIOSGA005349-PA
AT2G39110	AT2G39110.1	BGIOSGA031832-PA
AT2G39110	AT2G39110.2	BGIOSGA031832-PA
AT5G39510	AT5G39510.1	BGIOSGA004299-PA
AT5G39510	AT5G39510.1	BGIOSGA001412-PA
AT4G32660	AT4G32660.4	BGIOSGA003876-PA
AT4G32660	AT4G32660.1	BGIOSGA003876-PA
AT4G32660	AT4G32660.2	BGIOSGA003876-PA
AT4G32660	AT4G32660.3	BGIOSGA003876-PA
AT1G75580	AT1G75580.1	BGIOSGA022258-PA
AT1G75580	AT1G75580.1	BGIOSGA008124-PA
AT1G75580	AT1G75580.1	BGIOSGA008126-PA
AT5G23090	AT5G23090.5	BGIOSGA028589-PA
AT5G23090	AT5G23090.3	BGIOSGA028589-PA
AT5G23090	AT5G23090.4	BGIOSGA028589-PA
AT5G23090	AT5G23090.2	BGIOSGA028589-PA
AT5G23090	AT5G23090.1	BGIOSGA028589-PA
