Gene stable ID	Transcript stable ID	Medicago truncatula protein or transcript stable ID
AT3G05660	AT3G05660.1	AES86997
AT3G05660	AT3G05660.1	AES99372
AT3G05660	AT3G05660.1	KEH38645
AT3G05660	AT3G05660.1	AES97167
AT3G05660	AT3G05660.1	AES88914
AT3G05660	AT3G05660.1	AES99954
AT3G05660	AT3G05660.1	AES86999
AT3G05660	AT3G05660.1	AES64870
AT3G05660	AT3G05660.1	AES98062
AT3G05660	AT3G05660.1	AES99988
AT3G05660	AT3G05660.1	AES86945
AT3G05660	AT3G05660.1	AES87000
AT3G05660	AT3G05660.1	KEH33517
AT3G05660	AT3G05660.1	AES87694
AT3G05660	AT3G05660.1	KEH37094
AT3G05660	AT3G05660.1	AES99948
AT3G05660	AT3G05660.1	KEH28909
AT3G05660	AT3G05660.1	AES87007
AT3G05660	AT3G05660.1	AET00826
AT3G05660	AT3G05660.1	AES99987
AT3G05660	AT3G05660.1	KEH37300
AT3G05660	AT3G05660.1	AES99989
AT3G05660	AT3G05660.1	AES69318
AT3G05660	AT3G05660.1	AES86940
AT3G05660	AT3G05660.1	AES86948
AT3G05660	AT3G05660.1	KEH28927
AT3G05660	AT3G05660.1	KEH28923
AT3G05660	AT3G05660.1	KEH28329
AT3G05660	AT3G05660.1	AES99959
AT3G05660	AT3G05660.1	AET00742
AT3G05660	AT3G05660.1	KEH28908
AT3G05660	AT3G05660.1	AES99956
AT3G05660	AT3G05660.1	AES86957
AT3G05660	AT3G05660.1	AES86998
AT3G05660	AT3G05660.1	AES98060
AT3G05660	AT3G05660.1	AET00716
AT3G05660	AT3G05660.1	AET00825
AT3G05660	AT3G05660.1	AES99373
AT3G05660	AT3G05660.1	KEH29673
AT3G05660	AT3G05660.1	AES87005
AT3G05660	AT3G05660.1	AES86942
AT3G05660	AT3G05660.1	KEH28823
AT3G05660	AT3G05660.1	KEH28921
AT3G05660	AT3G05660.1	AES99950
AT3G05660	AT3G05660.1	AES99957
AT3G05660	AT3G05660.1	AES86966
AT3G05660	AT3G05660.1	KEH26701
AT3G05660	AT3G05660.1	KEH17915
AT3G05660	AT3G05660.1	KEH28916
AT2G16130	AT2G16130.1	
AT5G63820	AT5G63820.1	
AT3G17140	AT3G17140.1	AES92022
AT3G17140	AT3G17140.1	AES92013
AT3G17140	AT3G17140.1	AES92009
AT3G17140	AT3G17140.1	AES92010
AT3G17140	AT3G17140.1	AES86464
AT3G24110	AT3G24110.2	KEH22470
AT3G24110	AT3G24110.1	KEH22470
AT1G29890	AT1G29890.2	KEH31361
AT1G29890	AT1G29890.1	KEH31361
AT1G29890	AT1G29890.3	KEH31361
AT2G47560	AT2G47560.1	KEH24399
AT4G28600	AT4G28600.1	KEH42485
AT4G28600	AT4G28600.2	KEH42485
AT4G28600	AT4G28600.3	KEH42485
AT4G28600	AT4G28600.1	KEH23953
AT4G28600	AT4G28600.2	KEH23953
AT4G28600	AT4G28600.3	KEH23953
AT1G80290	AT1G80290.1	AES58865
AT1G80290	AT1G80290.2	AES58865
AT1G56540	AT1G56540.2	
AT1G56540	AT1G56540.1	
AT2G37390	AT2G37390.2	AES81773
AT2G37390	AT2G37390.1	AES81773
AT2G37390	AT2G37390.2	KEH42337
AT2G37390	AT2G37390.1	KEH42337
AT2G06050	AT2G06050.2	KEH32448
AT2G06050	AT2G06050.1	KEH32448
AT2G06050	AT2G06050.3	KEH32448
AT3G20920	AT3G20920.2	AES70716
AT3G20920	AT3G20920.1	AES70716
AT5G26220	AT5G26220.2	AES58868
AT5G26220	AT5G26220.1	AES58868
AT5G26220	AT5G26220.2	AES73823
AT5G26220	AT5G26220.1	AES73823
AT3G54830	AT3G54830.2	KEH41374
AT3G54830	AT3G54830.1	KEH41374
AT3G09190	AT3G09190.1	AES87012
AT3G09190	AT3G09190.1	KEH23081
AT3G05545	AT3G05545.1	
AT1G48650	AT1G48650.1	AET05528
AT1G48650	AT1G48650.2	AET05528
AT4G27400	AT4G27400.1	
AT2G35250	AT2G35250.1	KEH37728
AT2G35250	AT2G35250.1	AET05354
AT2G35250	AT2G35250.1	KEH37727
AT2G35250	AT2G35250.1	KEH37734
AT2G35250	AT2G35250.1	AES79760
AT2G35250	AT2G35250.1	KEH37732
AT2G35250	AT2G35250.1	KEH18188
AT5G15730	AT5G15730.3	KEH25159
AT5G15730	AT5G15730.2	KEH25159
AT5G15730	AT5G15730.1	KEH25159
AT1G22670	AT1G22670.1	
AT1G07030	AT1G07030.1	AES98806
AT5G61930	AT5G61930.1	AES98764
AT5G61930	AT5G61930.2	AES98764
AT4G27260	AT4G27260.1	KEH19704
AT4G27260	AT4G27260.1	AES66797
AT1G69860	AT1G69860.1	KEH19852
AT1G69860	AT1G69860.1	AES96528
AT1G10120	AT1G10120.2	KEH39990
AT1G10120	AT1G10120.1	KEH39990
AT5G08760	AT5G08760.1	
AT2G38390	AT2G38390.1	
AT1G43650	AT1G43650.1	AES75278
AT1G43650	AT1G43650.2	AES75278
AT3G26470	AT3G26470.1	
AT1G09960	AT1G09960.1	KEH36112
AT1G09960	AT1G09960.1	AES98358
AT4G27370	AT4G27370.2	KEH19592
AT4G27370	AT4G27370.1	KEH19592
AT4G27370	AT4G27370.4	KEH19592
AT4G27370	AT4G27370.3	KEH19592
AT4G27370	AT4G27370.2	AES66739
AT4G27370	AT4G27370.1	AES66739
AT4G27370	AT4G27370.4	AES66739
AT4G27370	AT4G27370.3	AES66739
AT4G27370	AT4G27370.2	AES74504
AT4G27370	AT4G27370.1	AES74504
AT4G27370	AT4G27370.4	AES74504
AT4G27370	AT4G27370.3	AES74504
AT2G25250	AT2G25250.1	
AT5G42110	AT5G42110.1	
AT1G51990	AT1G51990.1	
AT1G51990	AT1G51990.2	
AT5G23030	AT5G23030.1	
AT3G51100	AT3G51100.2	AES87734
AT3G51100	AT3G51100.1	AES87734
AT3G51100	AT3G51100.3	AES87734
AT3G29580	AT3G29580.1	
AT3G28370	AT3G28370.4	KEH22203
AT3G28370	AT3G28370.1	KEH22203
AT3G28370	AT3G28370.2	KEH22203
AT3G28370	AT3G28370.3	KEH22203
AT3G28370	AT3G28370.5	KEH22203
AT2G15710	AT2G15710.1	
AT5G20250	AT5G20250.3	AES91600
AT5G20250	AT5G20250.1	AES91600
AT5G20250	AT5G20250.4	AES91600
AT5G20250	AT5G20250.2	AES91600
AT4G21470	AT4G21470.1	AES90428
AT4G05220	AT4G05220.1	KEH43933
AT4G04730	AT4G04730.1	
AT2G33520	AT2G33520.1	
AT1G53625	AT1G53625.1	
AT1G63360	AT1G63360.2	
AT1G63360	AT1G63360.1	
AT1G33330	AT1G33330.1	
AT1G33330	AT1G33330.3	
AT1G33330	AT1G33330.2	
AT3G26840	AT3G26840.1	AES80653
AT3G26840	AT3G26840.1	AES80654
AT3G26840	AT3G26840.1	AES80649
AT1G74929	AT1G74929.1	
AT3G29010	AT3G29010.4	AES77473
AT3G29010	AT3G29010.6	AES77473
AT3G29010	AT3G29010.3	AES77473
AT3G29010	AT3G29010.5	AES77473
AT3G29010	AT3G29010.2	AES77473
AT3G29010	AT3G29010.1	AES77473
AT3G29010	AT3G29010.4	KEH44260
AT3G29010	AT3G29010.6	KEH44260
AT3G29010	AT3G29010.3	KEH44260
AT3G29010	AT3G29010.5	KEH44260
AT3G29010	AT3G29010.2	KEH44260
AT3G29010	AT3G29010.1	KEH44260
AT3G10450	AT3G10450.4	
AT3G10450	AT3G10450.2	
AT3G10450	AT3G10450.3	
AT3G10450	AT3G10450.1	
AT4G12485	AT4G12485.1	
AT4G34800	AT4G34800.1	AES89366
AT4G34800	AT4G34800.1	AES74270
AT4G28340	AT4G28340.1	AES89657
AT1G63430	AT1G63430.3	AES94065
AT1G63430	AT1G63430.2	AES94065
AT1G63430	AT1G63430.1	AES94065
AT1G63430	AT1G63430.3	AET05012
AT1G63430	AT1G63430.2	AET05012
AT1G63430	AT1G63430.1	AET05012
AT3G14510	AT3G14510.1	AET03964
AT1G80720	AT1G80720.1	AES86398
AT1G80720	AT1G80720.2	AES86398
AT1G69770	AT1G69770.1	AET03084
AT1G69770	AT1G69770.1	KEH27204
AT1G69770	AT1G69770.1	AES98300
AT1G08460	AT1G08460.2	AES67133
AT1G08460	AT1G08460.1	AES67133
AT1G78710	AT1G78710.2	KEH44227
AT1G78710	AT1G78710.1	KEH44227
AT1G78710	AT1G78710.2	KEH38564
AT1G78710	AT1G78710.1	KEH38564
AT4G03820	AT4G03820.4	AES64416
AT4G03820	AT4G03820.3	AES64416
AT4G03820	AT4G03820.1	AES64416
AT4G03820	AT4G03820.2	AES64416
AT3G28930	AT3G28930.1	AES73820
AT3G28930	AT3G28930.2	AES73820
AT3G28930	AT3G28930.3	AES73820
AT3G52950	AT3G52950.1	AET04840
AT3G52950	AT3G52950.2	AET04840
AT3G52950	AT3G52950.1	AES72944
AT3G52950	AT3G52950.2	AES72944
AT2G26330	AT2G26330.1	AES59193
AT1G08610	AT1G08610.1	AES61212
AT3G57620	AT3G57620.1	AES82605
AT5G08070	AT5G08070.2	KEH25066
AT5G08070	AT5G08070.1	KEH25066
AT5G08070	AT5G08070.2	KEH21680
AT5G08070	AT5G08070.1	KEH21680
AT1G17540	AT1G17540.1	AET01687
AT1G17540	AT1G17540.1	AES67806
AT2G39280	AT2G39280.2	AES63063
AT2G39280	AT2G39280.1	AES63063
AT1G27380	AT1G27380.1	
AT1G27380	AT1G27380.2	
AT1G27380	AT1G27380.4	
AT1G27380	AT1G27380.3	
AT1G58643	AT1G58643.1	KEH40179
AT1G58643	AT1G58643.2	KEH40179
AT1G58643	AT1G58643.1	KEH36181
AT1G58643	AT1G58643.2	KEH36181
AT5G08450	AT5G08450.3	AES75932
AT5G08450	AT5G08450.1	AES75932
AT5G08450	AT5G08450.2	AES75932
AT5G08450	AT5G08450.3	KEH42851
AT5G08450	AT5G08450.1	KEH42851
AT5G08450	AT5G08450.2	KEH42851
AT5G14030	AT5G14030.2	AES80677
AT5G14030	AT5G14030.5	AES80677
AT5G14030	AT5G14030.1	AES80677
AT5G14030	AT5G14030.4	AES80677
AT5G14030	AT5G14030.3	AES80677
AT1G48953	AT1G48953.1	
AT5G66080	AT5G66080.2	AET03718
AT5G66080	AT5G66080.1	AET03718
AT2G47730	AT2G47730.2	KEH43226
AT2G47730	AT2G47730.1	KEH43226
AT2G47730	AT2G47730.2	KEH43230
AT2G47730	AT2G47730.1	KEH43230
AT2G47730	AT2G47730.2	KEH43229
AT2G47730	AT2G47730.1	KEH43229
AT2G47730	AT2G47730.2	KEH43410
AT2G47730	AT2G47730.1	KEH43410
AT2G02310	AT2G02310.1	AES61119
AT2G02310	AT2G02310.1	AES61118
AT4G11020	AT4G11020.1	
AT3G50670	AT3G50670.1	AET03945
AT3G50670	AT3G50670.2	AET03945
AT1G51440	AT1G51440.1	AES89566
AT2G07719	AT2G07719.1	
AT1G18871	AT1G18871.1	
AT1G25210	AT1G25210.1	KEH40621
AT1G25210	AT1G25210.2	KEH40621
AT1G21610	AT1G21610.2	KEH40497
AT1G21610	AT1G21610.3	KEH40497
AT1G21610	AT1G21610.5	KEH40497
AT1G21610	AT1G21610.4	KEH40497
AT1G21610	AT1G21610.1	KEH40497
AT1G21610	AT1G21610.6	KEH40497
AT1G21610	AT1G21610.2	KEH35346
AT1G21610	AT1G21610.3	KEH35346
AT1G21610	AT1G21610.5	KEH35346
AT1G21610	AT1G21610.4	KEH35346
AT1G21610	AT1G21610.1	KEH35346
AT1G21610	AT1G21610.6	KEH35346
AT5G05340	AT5G05340.1	AES99706
AT5G05340	AT5G05340.1	AES72714
AT5G05340	AT5G05340.1	AES72713
AT5G05340	AT5G05340.1	AES72712
AT5G45440	AT5G45440.1	
AT4G05110	AT4G05110.2	KEH17900
AT4G05110	AT4G05110.3	KEH17900
AT4G05110	AT4G05110.1	KEH17900
AT4G05110	AT4G05110.2	KEH36496
AT4G05110	AT4G05110.3	KEH36496
AT4G05110	AT4G05110.1	KEH36496
AT4G05110	AT4G05110.2	KEH36498
AT4G05110	AT4G05110.3	KEH36498
AT4G05110	AT4G05110.1	KEH36498
AT5G25380	AT5G25380.3	AES58934
AT5G25380	AT5G25380.2	AES58934
AT5G25380	AT5G25380.1	AES58934
AT5G25380	AT5G25380.4	AES58934
AT5G25380	AT5G25380.3	AES73717
AT5G25380	AT5G25380.2	AES73717
AT5G25380	AT5G25380.1	AES73717
AT5G25380	AT5G25380.4	AES73717
AT3G44080	AT3G44080.1	
AT1G79710	AT1G79710.2	AES93750
AT1G79710	AT1G79710.1	AES93750
AT1G79710	AT1G79710.3	AES93750
AT5G56920	AT5G56920.1	
AT5G38000	AT5G38000.1	KEH18025
AT5G38000	AT5G38000.2	KEH18025
AT5G38000	AT5G38000.3	KEH18025
AT5G15050	AT5G15050.1	
AT3G50370	AT3G50370.2	
AT3G50370	AT3G50370.1	
AT1G80840	AT1G80840.1	AES86442
AT1G80840	AT1G80840.1	KEH39639
AT5G53670	AT5G53670.1	
ATMG00440	ATMG00440.1	
AT2G23160	AT2G23160.1	AET00953
AT4G29940	AT4G29940.1	AES65324
AT4G29940	AT4G29940.2	AES65324
AT4G23640	AT4G23640.1	KEH21165
AT3G09550	AT3G09550.1	AES81772
AT3G09550	AT3G09550.3	AES81772
AT3G09550	AT3G09550.2	AES81772
AT3G07568	AT3G07568.1	KEH18723
AT5G44630	AT5G44630.1	
AT2G40900	AT2G40900.1	AES74526
AT2G40900	AT2G40900.1	AET03863
AT2G39140	AT2G39140.2	KEH43485
AT2G39140	AT2G39140.1	KEH43485
AT5G05950	AT5G05950.1	AES71058
AT3G48670	AT3G48670.2	AES99369
AT3G48670	AT3G48670.1	AES99369
AT3G48670	AT3G48670.3	AES99369
AT3G48670	AT3G48670.2	KEH34701
AT3G48670	AT3G48670.1	KEH34701
AT3G48670	AT3G48670.3	KEH34701
AT5G63810	AT5G63810.1	AES72931
AT5G02340	AT5G02340.1	
AT4G32470	AT4G32470.2	
AT4G32470	AT4G32470.1	
AT3G11270	AT3G11270.2	AES71112
AT3G11270	AT3G11270.1	AES71112
AT3G11270	AT3G11270.2	AES99538
AT3G11270	AT3G11270.1	AES99538
AT2G46440	AT2G46440.1	KEH24626
AT2G46440	AT2G46440.2	KEH24626
AT2G46440	AT2G46440.1	KEH18669
AT2G46440	AT2G46440.2	KEH18669
AT2G17630	AT2G17630.1	AET03639
AT2G21105	AT2G21105.1	
AT5G24100	AT5G24100.1	
AT4G29330	AT4G29330.2	AET05169
AT4G29330	AT4G29330.1	AET05169
AT2G15470	AT2G15470.1	KEH18863
AT2G15470	AT2G15470.1	AES98038
AT2G47790	AT2G47790.1	KEH19401
AT2G47790	AT2G47790.1	AET02950
AT2G47790	AT2G47790.1	AES82147
AT1G71300	AT1G71300.2	AES61176
AT1G71300	AT1G71300.1	AES61176
AT5G48545	AT5G48545.3	KEH22535
AT5G48545	AT5G48545.2	KEH22535
AT5G48545	AT5G48545.1	KEH22535
AT1G49490	AT1G49490.2	KEH40754
AT1G49490	AT1G49490.1	KEH40754
AT1G23645	AT1G23645.1	
AT1G23645	AT1G23645.2	
AT3G08530	AT3G08530.1	AES71175
AT3G08530	AT3G08530.1	AES99619
AT1G09795	AT1G09795.1	AES92497
AT1G09795	AT1G09795.1	AES63203
AT2G19190	AT2G19190.1	AES67899
AT2G19190	AT2G19190.1	AES67891
AT2G19190	AT2G19190.1	AES67889
AT5G56950	AT5G56950.1	AES65459
AT5G56950	AT5G56950.1	AES65457
AT5G56950	AT5G56950.1	KEH37485
AT3G22380	AT3G22380.1	AES62666
AT3G22380	AT3G22380.2	AES62666
AT3G22380	AT3G22380.3	AES62666
AT2G41835	AT2G41835.1	KEH16753
AT2G41835	AT2G41835.1	KEH23654
AT4G23590	AT4G23590.1	
AT3G05140	AT3G05140.2	AES82551
AT3G05140	AT3G05140.1	AES82551
AT3G05140	AT3G05140.2	AES61303
AT3G05140	AT3G05140.1	AES61303
AT1G48690	AT1G48690.1	
AT4G35620	AT4G35620.2	AES95280
AT4G35620	AT4G35620.1	AES95280
AT4G35620	AT4G35620.2	AET03638
AT4G35620	AT4G35620.1	AET03638
AT3G29750	AT3G29750.1	
AT1G49570	AT1G49570.1	
AT3G54500	AT3G54500.6	KEH38907
AT3G54500	AT3G54500.2	KEH38907
AT3G54500	AT3G54500.8	KEH38907
AT3G54500	AT3G54500.7	KEH38907
AT3G54500	AT3G54500.4	KEH38907
AT3G54500	AT3G54500.1	KEH38907
AT3G54500	AT3G54500.3	KEH38907
AT3G54500	AT3G54500.5	KEH38907
AT2G45130	AT2G45130.1	KEH16248
AT1G68470	AT1G68470.1	KEH40817
AT5G58400	AT5G58400.1	KEH34419
AT5G58400	AT5G58400.1	AES98953
AT2G39110	AT2G39110.1	
AT2G39110	AT2G39110.2	
AT5G39510	AT5G39510.1	AES77516
AT5G39510	AT5G39510.1	AES74765
AT4G32660	AT4G32660.4	KEH35967
AT4G32660	AT4G32660.1	KEH35967
AT4G32660	AT4G32660.2	KEH35967
AT4G32660	AT4G32660.3	KEH35967
AT1G75580	AT1G75580.1	KEH36239
AT5G23090	AT5G23090.5	AES91334
AT5G23090	AT5G23090.3	AES91334
AT5G23090	AT5G23090.4	AES91334
AT5G23090	AT5G23090.2	AES91334
AT5G23090	AT5G23090.1	AES91334
AT5G23090	AT5G23090.5	KEH38016
AT5G23090	AT5G23090.3	KEH38016
AT5G23090	AT5G23090.4	KEH38016
AT5G23090	AT5G23090.2	KEH38016
AT5G23090	AT5G23090.1	KEH38016
AT5G45920	AT5G45920.2	AES63975
AT5G45920	AT5G45920.1	AES63975
AT5G45920	AT5G45920.4	AES63975
AT5G45920	AT5G45920.3	AES63975
AT5G45920	AT5G45920.2	AES63978
AT5G45920	AT5G45920.1	AES63978
AT5G45920	AT5G45920.4	AES63978
AT5G45920	AT5G45920.3	AES63978
AT5G45920	AT5G45920.2	AES63979
AT5G45920	AT5G45920.1	AES63979
AT5G45920	AT5G45920.4	AES63979
AT5G45920	AT5G45920.3	AES63979
AT3G52760	AT3G52760.1	AES82023
AT5G52750	AT5G52750.2	
AT5G52750	AT5G52750.1	
AT5G18830	AT5G18830.3	AES64286
AT5G18830	AT5G18830.1	AES64286
AT5G18830	AT5G18830.2	AES64286
AT3G27460	AT3G27460.1	KEH22104
AT3G27460	AT3G27460.2	KEH22104
AT3G27460	AT3G27460.5	KEH22104
AT3G27460	AT3G27460.3	KEH22104
AT3G27460	AT3G27460.4	KEH22104
AT3G27460	AT3G27460.1	KEH22107
AT3G27460	AT3G27460.2	KEH22107
AT3G27460	AT3G27460.5	KEH22107
AT3G27460	AT3G27460.3	KEH22107
AT3G27460	AT3G27460.4	KEH22107
AT2G38910	AT2G38910.1	KEH41799
AT3G62780	AT3G62780.1	
AT3G28210	AT3G28210.2	KEH24928
AT3G28210	AT3G28210.1	KEH24928
AT3G47675	AT3G47675.1	
AT2G44360	AT2G44360.1	KEH38162
AT5G50720	AT5G50720.1	KEH21009
AT5G50720	AT5G50720.1	AES73039
AT2G36060	AT2G36060.3	KEH41954
AT2G36060	AT2G36060.1	KEH41954
AT2G36060	AT2G36060.2	KEH41954
AT1G26400	AT1G26400.1	AES90437
AT1G26400	AT1G26400.1	AES90435
AT1G26400	AT1G26400.1	KEH30985
AT1G26400	AT1G26400.1	AES90439
AT1G26400	AT1G26400.1	KEH25324
AT1G26400	AT1G26400.1	KEH30013
AT1G26400	AT1G26400.1	KEH36879
AT1G26400	AT1G26400.1	AES90440
AT4G19470	AT4G19470.1	
AT4G04360	AT4G04360.1	KEH36916
AT3G25060	AT3G25060.1	
AT2G07684	AT2G07684.1	
AT1G72980	AT1G72980.1	
AT5G51840	AT5G51840.1	KEH43751
AT4G17490	AT4G17490.1	AES60101
AT1G59970	AT1G59970.1	AES74567
AT2G32950	AT2G32950.2	AES99834
AT2G32950	AT2G32950.1	AES99834
AT3G26240	AT3G26240.1	
AT3G04860	AT3G04860.1	AES82631
AT3G04860	AT3G04860.1	AES61262
AT1G11520	AT1G11520.1	KEH31116
AT1G11520	AT1G11520.1	AES63805
AT2G24420	AT2G24420.1	AES73833
AT2G24420	AT2G24420.2	AES73833
AT1G30640	AT1G30640.2	
AT1G30640	AT1G30640.3	
AT1G30640	AT1G30640.1	
AT2G40950	AT2G40950.1	
AT5G21930	AT5G21930.2	AES73469
AT5G21930	AT5G21930.3	AES73469
AT5G21930	AT5G21930.4	AES73469
AT5G21930	AT5G21930.1	AES73469
AT1G26440	AT1G26440.5	
AT1G26440	AT1G26440.1	
AT1G26440	AT1G26440.6	
AT1G26440	AT1G26440.7	
AT1G26440	AT1G26440.4	
AT1G26440	AT1G26440.8	
AT1G26440	AT1G26440.3	
AT1G26440	AT1G26440.2	
AT1G51320	AT1G51320.1	
AT5G24240	AT5G24240.1	AES72491
AT5G24240	AT5G24240.2	AES72491
AT1G22070	AT1G22070.1	KEH34859
AT1G22070	AT1G22070.1	AES97855
AT4G25310	AT4G25310.1	KEH38519
AT4G25310	AT4G25310.2	KEH38519
AT4G25310	AT4G25310.1	KEH38521
AT4G25310	AT4G25310.2	KEH38521
AT4G25310	AT4G25310.1	KEH38517
AT4G25310	AT4G25310.2	KEH38517
AT1G26700	AT1G26700.1	KEH38753
AT1G26700	AT1G26700.2	KEH38753
AT3G55990	AT3G55990.1	AES71172
AT3G55990	AT3G55990.1	AES99617
AT3G43940	AT3G43940.1	
AT5G27607	AT5G27607.1	
AT2G40750	AT2G40750.1	AES79852
AT2G40750	AT2G40750.1	KEH17744
AT2G40750	AT2G40750.1	AES79856
AT2G40750	AT2G40750.1	KEH35529
AT2G40750	AT2G40750.1	AET01154
AT2G40750	AT2G40750.1	AES98373
AT2G40750	AT2G40750.1	AES66551
AT2G40750	AT2G40750.1	AES66550
AT2G40750	AT2G40750.1	AES66552
AT3G09920	AT3G09920.3	KEH42149
AT3G09920	AT3G09920.4	KEH42149
AT3G09920	AT3G09920.2	KEH42149
AT3G09920	AT3G09920.1	KEH42149
AT3G54900	AT3G54900.1	AES80345
AT3G16500	AT3G16500.1	
AT3G16500	AT3G16500.2	
AT5G25480	AT5G25480.1	AES63477
AT3G12910	AT3G12910.1	AES66402
AT3G12910	AT3G12910.1	AES66406
AT2G05100	AT2G05100.2	AET00907
AT2G05100	AT2G05100.1	AET00907
AT3G18510	AT3G18510.1	KEH24594
AT1G73603	AT1G73603.1	
AT4G08876	AT4G08876.1	
AT1G55650	AT1G55650.1	AES68536
AT5G65130	AT5G65130.2	
AT5G65130	AT5G65130.1	
AT3G25730	AT3G25730.1	AES62073
AT3G25730	AT3G25730.1	AES97413
AT1G78180	AT1G78180.1	
AT2G28960	AT2G28960.1	KEH18260
AT2G28960	AT2G28960.2	KEH18260
AT2G28960	AT2G28960.1	KEH18262
AT2G28960	AT2G28960.2	KEH18262
AT3G48680	AT3G48680.1	KEH21020
AT2G04842	AT2G04842.1	AES71826
AT2G04842	AT2G04842.2	AES71826
AT3G63360	AT3G63360.1	
AT1G55928	AT1G55928.1	
AT3G18010	AT3G18010.1	AET05583
AT4G18550	AT4G18550.1	AES63998
AT4G18550	AT4G18550.3	AES63998
AT4G18550	AT4G18550.2	AES63998
AT4G12000	AT4G12000.1	AES90981
AT4G12000	AT4G12000.2	AES90981
AT4G12000	AT4G12000.3	AES90981
AT4G12000	AT4G12000.1	AES94163
AT4G12000	AT4G12000.2	AES94163
AT4G12000	AT4G12000.3	AES94163
AT1G29880	AT1G29880.1	KEH32823
AT1G29880	AT1G29880.1	KEH32825
AT1G29880	AT1G29880.1	KEH21485
AT3G01250	AT3G01250.1	
AT5G27280	AT5G27280.1	KEH44399
AT1G53645	AT1G53645.1	AET03978
AT3G46070	AT3G46070.1	AES67590
AT3G19120	AT3G19120.1	
AT5G37180	AT5G37180.2	AES99124
AT5G37180	AT5G37180.3	AES99124
AT5G37180	AT5G37180.1	AES99124
AT3G21305	AT3G21305.1	
AT4G37760	AT4G37760.1	
AT3G01840	AT3G01840.1	AES71011
AT2G20690	AT2G20690.1	KEH17620
AT2G20690	AT2G20690.1	KEH42287
AT4G02510	AT4G02510.1	AET04397
AT4G02510	AT4G02510.4	AET04397
AT4G02510	AT4G02510.3	AET04397
AT4G02510	AT4G02510.2	AET04397
AT4G02510	AT4G02510.1	AES64772
AT4G02510	AT4G02510.4	AES64772
AT4G02510	AT4G02510.3	AES64772
AT4G02510	AT4G02510.2	AES64772
AT5G10110	AT5G10110.1	KEH20861
AT2G45580	AT2G45580.3	AES79995
AT2G45580	AT2G45580.2	AES79995
AT2G45580	AT2G45580.1	AES79995
AT2G45580	AT2G45580.3	KEH38561
AT2G45580	AT2G45580.2	KEH38561
AT2G45580	AT2G45580.1	KEH38561
AT2G45580	AT2G45580.3	AES89642
AT2G45580	AT2G45580.2	AES89642
AT2G45580	AT2G45580.1	AES89642
AT2G45580	AT2G45580.3	AES93785
AT2G45580	AT2G45580.2	AES93785
AT2G45580	AT2G45580.1	AES93785
AT2G45580	AT2G45580.3	KEH15729
AT2G45580	AT2G45580.2	KEH15729
AT2G45580	AT2G45580.1	KEH15729
AT2G45580	AT2G45580.3	AES93793
AT2G45580	AT2G45580.2	AES93793
AT2G45580	AT2G45580.1	AES93793
AT2G45580	AT2G45580.3	AES79998
AT2G45580	AT2G45580.2	AES79998
AT2G45580	AT2G45580.1	AES79998
AT2G45580	AT2G45580.3	KEH43384
AT2G45580	AT2G45580.2	KEH43384
AT2G45580	AT2G45580.1	KEH43384
AT2G45580	AT2G45580.3	AES79977
AT2G45580	AT2G45580.2	AES79977
AT2G45580	AT2G45580.1	AES79977
AT2G45580	AT2G45580.3	AET02723
AT2G45580	AT2G45580.2	AET02723
AT2G45580	AT2G45580.1	AET02723
AT2G45580	AT2G45580.3	KEH43873
AT2G45580	AT2G45580.2	KEH43873
AT2G45580	AT2G45580.1	KEH43873
AT2G45580	AT2G45580.3	KEH40908
AT2G45580	AT2G45580.2	KEH40908
AT2G45580	AT2G45580.1	KEH40908
AT2G45580	AT2G45580.3	KEH43603
AT2G45580	AT2G45580.2	KEH43603
AT2G45580	AT2G45580.1	KEH43603
AT2G45580	AT2G45580.3	KEH43380
AT2G45580	AT2G45580.2	KEH43380
AT2G45580	AT2G45580.1	KEH43380
AT2G45580	AT2G45580.3	AET00612
AT2G45580	AT2G45580.2	AET00612
AT2G45580	AT2G45580.1	AET00612
AT2G45580	AT2G45580.3	AES59912
AT2G45580	AT2G45580.2	AES59912
AT2G45580	AT2G45580.1	AES59912
AT2G45580	AT2G45580.3	AES93786
AT2G45580	AT2G45580.2	AES93786
AT2G45580	AT2G45580.1	AES93786
AT2G45580	AT2G45580.3	KEH38560
AT2G45580	AT2G45580.2	KEH38560
AT2G45580	AT2G45580.1	KEH38560
AT2G45580	AT2G45580.3	AES59911
AT2G45580	AT2G45580.2	AES59911
AT2G45580	AT2G45580.1	AES59911
AT2G45580	AT2G45580.3	AET02720
AT2G45580	AT2G45580.2	AET02720
AT2G45580	AT2G45580.1	AET02720
AT2G45580	AT2G45580.3	KEH41855
AT2G45580	AT2G45580.2	KEH41855
AT2G45580	AT2G45580.1	KEH41855
AT2G45580	AT2G45580.3	KEH43874
AT2G45580	AT2G45580.2	KEH43874
AT2G45580	AT2G45580.1	KEH43874
AT2G45580	AT2G45580.3	AES97607
AT2G45580	AT2G45580.2	AES97607
AT2G45580	AT2G45580.1	AES97607
AT2G45580	AT2G45580.3	KEH43383
AT2G45580	AT2G45580.2	KEH43383
AT2G45580	AT2G45580.1	KEH43383
AT2G45580	AT2G45580.3	AES79996
AT2G45580	AT2G45580.2	AES79996
AT2G45580	AT2G45580.1	AES79996
AT2G45580	AT2G45580.3	KEH43386
AT2G45580	AT2G45580.2	KEH43386
